"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","273","spec5","","Mon Jul 07 09:15:52 GMT 2025","passed","Mon Jul 07 09:15:52 GMT 2025","","template spec","",""
"","588","passes","","Mon Jul 07 09:15:43 GMT 2025","passed","Mon Jul 07 09:15:44 GMT 2025","","template spec","",""
"","281","passessdfdsf","","Mon Jul 07 09:15:48 GMT 2025","passed","Mon Jul 07 09:15:48 GMT 2025","","template spec","",""
