"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","309","passes","","Mon Jun 16 08:39:43 GMT 2025","passed","Mon Jun 16 08:39:44 GMT 2025","","template spec","",""
"","306","spec4","","Mon Jun 16 08:39:48 GMT 2025","passed","Mon Jun 16 08:39:48 GMT 2025","","template spec","",""
